movieId,title,genres,clean_title,clean_genres,imdbId,tmdbId
2428,"Faculty, The (1998)",Horror|Sci-Fi,"faculty, the","['Horror', 'Sci-Fi']",0133751,9276.0
2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,mighty joe young,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller']",0120751,9822.0
2430,Mighty Joe Young (1949),Adventure|Children|Drama,mighty joe young,"['Adventure', 'Children', 'Drama']",0041650,39314.0
2431,Patch Adams (1998),Comedy|Drama,patch adams,"['Comedy', 'Drama']",0129290,10312.0
2432,Stepmom (1998),Drama,stepmom,['Drama'],0120686,9441.0
2433,"Civil Action, A (1998)",Drama,"civil action, a",['Drama'],0120633,9422.0
2435,Hurlyburly (1998),Drama,hurlyburly,['Drama'],0119336,24525.0
2436,Tea with Mussolini (1999),Comedy|Drama|War,tea with mussolini,"['Comedy', 'Drama', 'War']",0120857,10368.0
2439,Affliction (1997),Drama,affliction,['Drama'],0118564,31662.0
2442,Hilary and Jackie (1998),Drama,hilary and jackie,['Drama'],0150915,46992.0
2443,Playing by Heart (1998),Drama|Romance,playing by heart,"['Drama', 'Romance']",0145734,825.0
2445,At First Sight (1999),Drama,at first sight,['Drama'],0132512,15556.0
2446,In Dreams (1999),Horror|Thriller,in dreams,"['Horror', 'Thriller']",0120710,28902.0
2447,Varsity Blues (1999),Comedy|Drama,varsity blues,"['Comedy', 'Drama']",0139699,14709.0
2448,Virus (1999),Horror|Sci-Fi,virus,"['Horror', 'Sci-Fi']",0120458,9423.0
2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,howard the duck,"['Adventure', 'Comedy', 'Sci-Fi']",0091225,10658.0
2451,"Gate, The (1987)",Horror,"gate, the",['Horror'],0093075,6917.0
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy,"boy who could fly, the","['Drama', 'Fantasy']",0090768,24086.0
2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi,"fly, the","['Horror', 'Mystery', 'Sci-Fi']",0051622,11815.0
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,"fly, the","['Drama', 'Horror', 'Sci-Fi', 'Thriller']",0091064,9426.0
2456,"Fly II, The (1989)",Horror|Sci-Fi,"fly ii, the","['Horror', 'Sci-Fi']",0097368,10344.0
2457,Running Scared (1986),Action|Comedy,running scared,"['Action', 'Comedy']",0091875,15698.0
2458,Armed and Dangerous (1986),Comedy|Crime,armed and dangerous,"['Comedy', 'Crime']",0090660,2620.0
2459,"Texas Chainsaw Massacre, The (1974)",Horror,"texas chainsaw massacre, the",['Horror'],0072271,30497.0
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,"texas chainsaw massacre 2, the",['Horror'],0092076,16337.0
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,texas chainsaw massacre: the next generation (a.k.a. the return of the texas chainsaw massacre),['Horror'],0110978,16780.0
2463,Ruthless People (1986),Comedy,ruthless people,['Comedy'],0091877,12151.0
2465,Deadly Friend (1986),Horror,deadly friend,['Horror'],0090917,33278.0
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,"name of the rose, the (name der rose, der)","['Crime', 'Drama', 'Mystery', 'Thriller']",0091605,192.0
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,jumpin' jack flash,"['Action', 'Comedy', 'Romance', 'Thriller']",0091306,10945.0
2469,Peggy Sue Got Married (1986),Comedy|Drama,peggy sue got married,"['Comedy', 'Drama']",0091738,10013.0
2470,Crocodile Dundee (1986),Adventure|Comedy,crocodile dundee,"['Adventure', 'Comedy']",0090555,9671.0
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,crocodile dundee ii,"['Action', 'Adventure', 'Comedy']",0092493,9396.0
2472,Tough Guys (1986),Comedy,tough guys,['Comedy'],0092105,11038.0
2473,Soul Man (1986),Comedy,soul man,['Comedy'],0091991,12278.0
2474,"Color of Money, The (1986)",Drama,"color of money, the",['Drama'],0090863,11873.0
2475,52 Pick-Up (1986),Action|Mystery|Thriller,52 pick-up,"['Action', 'Mystery', 'Thriller']",0090567,18588.0
2476,Heartbreak Ridge (1986),Action|War,heartbreak ridge,"['Action', 'War']",0091187,10015.0
2477,Firewalker (1986),Adventure,firewalker,['Adventure'],0091055,12715.0
2478,¡Three Amigos! (1986),Comedy|Western,¡three amigos!,"['Comedy', 'Western']",0092086,8388.0
2481,My Name Is Joe (1998),Drama|Romance,my name is joe,"['Drama', 'Romance']",0151691,8129.0
2482,Still Crazy (1998),Comedy|Romance,still crazy,"['Comedy', 'Romance']",0149151,1618.0
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,"day of the beast, the (día de la bestia, el)","['Adventure', 'Comedy', 'Thriller']",0112922,10722.0
2485,She's All That (1999),Comedy|Romance,she's all that,"['Comedy', 'Romance']",0160862,10314.0
2488,Peeping Tom (1960),Drama|Horror|Thriller,peeping tom,"['Drama', 'Horror', 'Thriller']",0054167,11167.0
2490,Payback (1999),Action|Thriller,payback,"['Action', 'Thriller']",0120784,2112.0
2491,Simply Irresistible (1999),Comedy|Romance,simply irresistible,"['Comedy', 'Romance']",0145893,16172.0
2492,20 Dates (1998),Comedy|Romance,20 dates,"['Comedy', 'Romance']",0138987,111794.0
2493,"Harmonists, The (1997)",Drama,"harmonists, the",['Drama'],0128133,9524.0
2494,"Last Days, The (1998)",Documentary,"last days, the",['Documentary'],0174852,20595.0
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,"fantastic planet, the (planète sauvage, la)","['Animation', 'Sci-Fi']",0070544,16306.0
2496,Blast from the Past (1999),Comedy|Romance,blast from the past,"['Comedy', 'Romance']",0124298,11622.0
2497,Message in a Bottle (1999),Romance,message in a bottle,['Romance'],0139462,10207.0
2498,My Favorite Martian (1999),Comedy|Sci-Fi,my favorite martian,"['Comedy', 'Sci-Fi']",0120764,9849.0
2500,Jawbreaker (1999),Comedy,jawbreaker,['Comedy'],0155776,18892.0
2501,October Sky (1999),Drama,october sky,['Drama'],0132477,13466.0
2502,Office Space (1999),Comedy|Crime,office space,"['Comedy', 'Crime']",0151804,1542.0
2503,"Apple, The (Sib) (1998)",Drama,"apple, the (sib)",['Drama'],0156901,43978.0
2504,200 Cigarettes (1999),Comedy|Drama,200 cigarettes,"['Comedy', 'Drama']",0137338,15256.0
2505,8MM (1999),Drama|Mystery|Thriller,8mm,"['Drama', 'Mystery', 'Thriller']",0134273,8224.0
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,"other sister, the","['Comedy', 'Drama', 'Romance']",0123209,18417.0
2511,"Long Goodbye, The (1973)",Crime|Film-Noir,"long goodbye, the","['Crime', 'Film-Noir']",0070334,1847.0
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,"ballad of narayama, the (narayama bushiko)",['Drama'],0084390,42113.0
2513,Pet Sematary (1989),Horror,pet sematary,['Horror'],0098084,8913.0
2514,Pet Sematary II (1992),Comedy|Horror,pet sematary ii,"['Comedy', 'Horror']",0105128,10906.0
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,children of the corn ii: the final sacrifice,['Horror'],0106557,25748.0
2516,Children of the Corn III (1994),Horror,children of the corn iii,['Horror'],0109415,25749.0
2517,Christine (1983),Horror,christine,['Horror'],0085333,8769.0
2518,Night Shift (1982),Comedy,night shift,['Comedy'],0084412,14742.0
2520,Airport (1970),Drama,airport,['Drama'],0065377,10671.0
2521,Airport 1975 (1974),Action|Drama|Thriller,airport 1975,"['Action', 'Drama', 'Thriller']",0071110,27932.0
2522,Airport '77 (1977),Drama,airport '77,['Drama'],0075648,7227.0
2523,Rollercoaster (1977),Drama|Thriller,rollercoaster,"['Drama', 'Thriller']",0076636,10670.0
2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,"towering inferno, the","['Action', 'Adventure', 'Drama', 'Thriller']",0072308,5919.0
2525,Alligator (1980),Action|Horror|Sci-Fi,alligator,"['Action', 'Horror', 'Sci-Fi']",0080354,33518.0
2526,Meteor (1979),Sci-Fi,meteor,['Sci-Fi'],0079550,40160.0
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,westworld,"['Action', 'Sci-Fi', 'Thriller', 'Western']",0070909,2362.0
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,logan's run,"['Action', 'Adventure', 'Sci-Fi']",0074812,10803.0
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,planet of the apes,"['Action', 'Drama', 'Sci-Fi']",0063442,871.0
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,beneath the planet of the apes,"['Action', 'Sci-Fi']",0065462,1685.0
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,battle for the planet of the apes,"['Action', 'Sci-Fi']",0069768,1705.0
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,conquest of the planet of the apes,"['Action', 'Sci-Fi']",0068408,1688.0
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,escape from the planet of the apes,"['Action', 'Sci-Fi']",0067065,1687.0
2534,Avalanche (1978),Action,avalanche,['Action'],0077189,166680.0
2535,Earthquake (1974),Action|Drama|Thriller,earthquake,"['Action', 'Drama', 'Thriller']",0071455,11123.0
2537,Beyond the Poseidon Adventure (1979),Adventure,beyond the poseidon adventure,['Adventure'],0078856,31638.0
2538,Dancemaker (1998),Documentary,dancemaker,['Documentary'],0175550,113286.0
2539,Analyze This (1999),Comedy,analyze this,['Comedy'],0122933,9535.0
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,"corruptor, the","['Action', 'Crime', 'Drama', 'Thriller']",0142192,9455.0
2541,Cruel Intentions (1999),Drama,cruel intentions,['Drama'],0139134,796.0
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,"lock, stock & two smoking barrels","['Comedy', 'Crime', 'Thriller']",0120735,100.0
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,"school of flesh, the (école de la chair, l')","['Drama', 'Romance']",0157208,77936.0
2546,"Deep End of the Ocean, The (1999)",Drama,"deep end of the ocean, the",['Drama'],0120646,30943.0
2548,"Rage: Carrie 2, The (1999)",Horror,"rage: carrie 2, the",['Horror'],0144814,7341.0
2549,Wing Commander (1999),Action|Sci-Fi,wing commander,"['Action', 'Sci-Fi']",0131646,10350.0
2550,"Haunting, The (1963)",Horror|Thriller,"haunting, the","['Horror', 'Thriller']",0057129,11772.0
2551,Dead Ringers (1988),Drama|Horror|Thriller,dead ringers,"['Drama', 'Horror', 'Thriller']",0094964,9540.0
2552,My Boyfriend's Back (1993),Comedy,my boyfriend's back,['Comedy'],0107626,31503.0
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,village of the damned,"['Horror', 'Sci-Fi', 'Thriller']",0054443,11773.0
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,children of the damned,"['Horror', 'Sci-Fi', 'Thriller']",0056931,30202.0
2555,Baby Geniuses (1999),Comedy,baby geniuses,['Comedy'],0118665,22345.0
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,i stand alone (seul contre tous),"['Drama', 'Thriller']",0157016,1567.0
2558,Forces of Nature (1999),Comedy|Romance,forces of nature,"['Comedy', 'Romance']",0141098,1641.0
2559,"King and I, The (1999)",Animation|Children,"king and i, the","['Animation', 'Children']",0160429,47288.0
2560,Ravenous (1999),Horror|Thriller,ravenous,"['Horror', 'Thriller']",0129332,10212.0
2561,True Crime (1999),Crime|Thriller,true crime,"['Crime', 'Thriller']",0139668,10354.0
2563,Dangerous Beauty (1998),Drama,dangerous beauty,['Drama'],0118892,8583.0
2565,"King and I, The (1956)",Drama|Musical|Romance,"king and i, the","['Drama', 'Musical', 'Romance']",0049408,16520.0
2566,Doug's 1st Movie (1999),Animation|Children,doug's 1st movie,"['Animation', 'Children']",0187819,16508.0
2567,EDtv (1999),Comedy,edtv,['Comedy'],0131369,11374.0
2568,"Mod Squad, The (1999)",Action|Crime,"mod squad, the","['Action', 'Crime']",0120757,16379.0
2570,"Walk on the Moon, A (1999)",Drama|Romance,"walk on the moon, a","['Drama', 'Romance']",0120613,28029.0
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,"matrix, the","['Action', 'Sci-Fi', 'Thriller']",0133093,603.0
2572,10 Things I Hate About You (1999),Comedy|Romance,10 things i hate about you,"['Comedy', 'Romance']",0147800,4951.0
2573,Tango (1998),Drama|Musical,tango,"['Drama', 'Musical']",0120274,65749.0
2574,"Out-of-Towners, The (1999)",Comedy,"out-of-towners, the",['Comedy'],0129280,8970.0
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,"dreamlife of angels, the (vie rêvée des anges, la)",['Drama'],0120449,9840.0
2577,Metroland (1997),Comedy|Drama,metroland,"['Comedy', 'Drama']",0119665,30950.0
2579,Following (1998),Crime|Mystery|Thriller,following,"['Crime', 'Mystery', 'Thriller']",0154506,11660.0
2580,Go (1999),Comedy|Crime,go,"['Comedy', 'Crime']",0139239,9430.0
2581,Never Been Kissed (1999),Comedy|Romance,never been kissed,"['Comedy', 'Romance']",0151738,11355.0
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,twin dragons (shuang long hui),"['Action', 'Comedy']",0105399,18764.0
2583,Cookie's Fortune (1999),Comedy|Drama,cookie's fortune,"['Comedy', 'Drama']",0126250,9465.0
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,"lovers of the arctic circle, the (los amantes del círculo polar)","['Drama', 'Romance']",0133363,1414.0
2586,Goodbye Lover (1999),Comedy|Crime|Thriller,goodbye lover,"['Comedy', 'Crime', 'Thriller']",0119219,49981.0
2587,Life (1999),Comedy|Crime|Drama,life,"['Comedy', 'Crime', 'Drama']",0123964,6522.0
2589,Friends & Lovers (1999),Comedy|Drama|Romance,friends & lovers,"['Comedy', 'Drama', 'Romance']",0143261,114719.0
2590,Hideous Kinky (1998),Drama,hideous kinky,['Drama'],0136244,10209.0
2593,"Monster, The (Mostro, Il) (1994)",Comedy,"monster, the (mostro, il)",['Comedy'],0110570,22826.0
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,open your eyes (abre los ojos),"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",0125659,1902.0
2596,SLC Punk! (1998),Comedy|Drama,slc punk!,"['Comedy', 'Drama']",0133189,6396.0
2597,Lost & Found (1999),Comedy|Romance,lost & found,"['Comedy', 'Romance']",0120836,39964.0
2598,Pushing Tin (1999),Comedy,pushing tin,['Comedy'],0120797,12596.0
2599,Election (1999),Comedy,election,['Comedy'],0126886,9451.0
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,existenz,"['Action', 'Sci-Fi', 'Thriller']",0120907,1946.0
2605,Entrapment (1999),Crime|Thriller,entrapment,"['Crime', 'Thriller']",0137494,1844.0
2606,Idle Hands (1999),Comedy|Horror,idle hands,"['Comedy', 'Horror']",0138510,6552.0
2607,Get Real (1998),Drama|Romance,get real,"['Drama', 'Romance']",0162973,24584.0
2609,"King of Masks, The (Bian Lian) (1996)",Drama,"king of masks, the (bian lian)",['Drama'],0115669,25471.0
2611,"Winslow Boy, The (1999)",Drama,"winslow boy, the",['Drama'],0155388,28519.0
2612,Mildred Pierce (1945),Drama|Film-Noir,mildred pierce,"['Drama', 'Film-Noir']",0037913,3309.0
2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi,night of the comet,"['Comedy', 'Horror', 'Sci-Fi']",0087799,18462.0
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,chopping mall (a.k.a. killbots),"['Action', 'Horror', 'Sci-Fi']",0090837,28941.0
2615,My Science Project (1985),Adventure|Sci-Fi,my science project,"['Adventure', 'Sci-Fi']",0089652,18252.0
2616,Dick Tracy (1990),Action|Crime,dick tracy,"['Action', 'Crime']",0099422,8592.0
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,"mummy, the","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",0120616,564.0
2618,"Castle, The (1997)",Comedy,"castle, the",['Comedy'],0118826,13852.0
2620,This Is My Father (1998),Drama|Romance,this is my father,"['Drama', 'Romance']",0120865,25232.0
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,william shakespeare's a midsummer night's dream,"['Comedy', 'Fantasy']",0140379,10210.0
2623,Trippin' (1999),Comedy,trippin',['Comedy'],0160298,53862.0
2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy,after life (wandafuru raifu),"['Drama', 'Fantasy']",0165078,17962.0
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,black mask (hak hap),"['Action', 'Adventure', 'Crime', 'Sci-Fi', 'Thriller']",0115693,9460.0
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,star wars: episode i - the phantom menace,"['Action', 'Adventure', 'Sci-Fi']",0120915,1893.0
2629,"Love Letter, The (1999)",Comedy|Romance,"love letter, the","['Comedy', 'Romance']",0166252,31342.0
2630,Besieged (a.k.a. L' Assedio) (1998),Drama,besieged (a.k.a. l' assedio),['Drama'],0149723,44297.0
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,"saragossa manuscript, the (rekopis znaleziony w saragossie)","['Adventure', 'Drama', 'Mystery']",0059643,8785.0
2633,"Mummy, The (1932)",Horror|Romance,"mummy, the","['Horror', 'Romance']",0023245,15849.0
2634,"Mummy, The (1959)",Horror,"mummy, the",['Horror'],0053085,18990.0
2639,Mommie Dearest (1981),Drama,mommie dearest,['Drama'],0082766,15660.0
2640,Superman (1978),Action|Adventure|Sci-Fi,superman,"['Action', 'Adventure', 'Sci-Fi']",0078346,1924.0
2641,Superman II (1980),Action|Sci-Fi,superman ii,"['Action', 'Sci-Fi']",0081573,8536.0
2642,Superman III (1983),Action|Adventure|Sci-Fi,superman iii,"['Action', 'Adventure', 'Sci-Fi']",0086393,9531.0
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,superman iv: the quest for peace,"['Action', 'Adventure', 'Sci-Fi']",0094074,11411.0
2644,Dracula (1931),Horror,dracula,['Horror'],0021814,138.0
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,frankenstein,"['Drama', 'Horror', 'Sci-Fi']",0021884,3035.0
2651,Frankenstein Meets the Wolf Man (1943),Horror,frankenstein meets the wolf man,['Horror'],0035899,3076.0
2652,"Curse of Frankenstein, The (1957)",Horror,"curse of frankenstein, the",['Horror'],0050280,3079.0
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror,"wolf man, the","['Drama', 'Fantasy', 'Horror']",0034398,13666.0
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,howling ii: your sister is a werewolf,['Horror'],0089308,29794.0
2656,Tarantula (1955),Horror|Sci-Fi,tarantula,"['Horror', 'Sci-Fi']",0048696,9077.0
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,"rocky horror picture show, the","['Comedy', 'Horror', 'Musical', 'Sci-Fi']",0073629,36685.0
2659,It Came from Hollywood (1982),Comedy|Documentary,it came from hollywood,"['Comedy', 'Documentary']",0084156,30168.0
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi,"thing from another world, the","['Horror', 'Sci-Fi']",0044121,10785.0
2661,It Came from Outer Space (1953),Sci-Fi,it came from outer space,['Sci-Fi'],0045920,19483.0
2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,"war of the worlds, the","['Action', 'Drama', 'Sci-Fi']",0046534,8974.0
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,invasion of the body snatchers,"['Horror', 'Sci-Fi', 'Thriller']",0049366,11549.0
2665,Earth vs. the Flying Saucers (1956),Sci-Fi,earth vs. the flying saucers,['Sci-Fi'],0049169,18158.0
2668,Swamp Thing (1982),Horror|Sci-Fi,swamp thing,"['Horror', 'Sci-Fi']",0084745,17918.0
2669,Pork Chop Hill (1959),War,pork chop hill,['War'],0053183,37305.0
2670,Run Silent Run Deep (1958),War,run silent run deep,['War'],0052151,18784.0
2671,Notting Hill (1999),Comedy|Romance,notting hill,"['Comedy', 'Romance']",0125439,509.0
2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,"thirteenth floor, the","['Drama', 'Sci-Fi', 'Thriller']",0139809,1090.0
2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,"loss of sexual innocence, the","['Drama', 'Fantasy']",0126859,15059.0
2676,Instinct (1999),Drama|Thriller,instinct,"['Drama', 'Thriller']",0128278,12117.0
2677,Buena Vista Social Club (1999),Documentary|Musical,buena vista social club,"['Documentary', 'Musical']",0186508,11779.0
2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi,free enterprise,"['Comedy', 'Romance', 'Sci-Fi']",0141105,13533.0
2682,Limbo (1999),Drama,limbo,['Drama'],0164085,62676.0
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,austin powers: the spy who shagged me,"['Action', 'Adventure', 'Comedy']",0145660,817.0
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,"red violin, the (violon rouge, le)","['Drama', 'Mystery']",0120802,14283.0
2687,Tarzan (1999),Adventure|Animation|Children|Drama,tarzan,"['Adventure', 'Animation', 'Children', 'Drama']",0120855,37135.0
2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,"general's daughter, the","['Crime', 'Drama', 'Mystery', 'Thriller']",0144214,2275.0
2690,"Ideal Husband, An (1999)",Comedy|Romance,"ideal husband, an","['Comedy', 'Romance']",0122541,24137.0
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,"legend of 1900, the (a.k.a. the legend of the pianist on the ocean) (leggenda del pianista sull'oceano)",['Drama'],0120731,10376.0
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,run lola run (lola rennt),"['Action', 'Crime']",0130827,104.0
2693,Trekkies (1997),Documentary,trekkies,['Documentary'],0120370,15800.0
2694,Big Daddy (1999),Comedy,big daddy,['Comedy'],0142342,9032.0
2695,"Boys, The (1998)",Drama,"boys, the",['Drama'],0139898,13821.0
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,"dinner game, the (dîner de cons, le)",['Comedy'],0119038,9421.0
2697,My Son the Fanatic (1997),Comedy|Drama|Romance,my son the fanatic,"['Comedy', 'Drama', 'Romance']",0119743,55955.0
2698,Zone 39 (1997),Sci-Fi,zone 39,['Sci-Fi'],0120554,67067.0
2699,Arachnophobia (1990),Comedy|Horror,arachnophobia,"['Comedy', 'Horror']",0099052,6488.0
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,"south park: bigger, longer and uncut","['Animation', 'Comedy', 'Musical']",0158983,9473.0
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,wild wild west,"['Action', 'Comedy', 'Sci-Fi', 'Western']",0120891,8487.0
2702,Summer of Sam (1999),Drama,summer of sam,['Drama'],0162677,10279.0
2706,American Pie (1999),Comedy|Romance,american pie,"['Comedy', 'Romance']",0163651,2105.0
2707,Arlington Road (1999),Thriller,arlington road,['Thriller'],0137363,1073.0
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,"autumn tale, an (conte d'automne)",['Romance'],0137439,10239.0
2709,Muppets From Space (1999),Children|Comedy,muppets from space,"['Children', 'Comedy']",0158811,10208.0
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,"blair witch project, the","['Drama', 'Horror', 'Thriller']",0185937,2667.0
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,eyes wide shut,"['Drama', 'Mystery', 'Thriller']",0120663,345.0
2713,Lake Placid (1999),Horror|Thriller,lake placid,"['Horror', 'Thriller']",0139414,9825.0
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,ghostbusters (a.k.a. ghost busters),"['Action', 'Comedy', 'Sci-Fi']",0087332,620.0
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,ghostbusters ii,"['Comedy', 'Fantasy', 'Sci-Fi']",0097428,2978.0
2718,Drop Dead Gorgeous (1999),Comedy,drop dead gorgeous,['Comedy'],0157503,10490.0
2719,"Haunting, The (1999)",Horror|Thriller,"haunting, the","['Horror', 'Thriller']",0171363,11618.0
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,inspector gadget,"['Action', 'Adventure', 'Children', 'Comedy']",0141369,332.0
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,deep blue sea,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",0149261,8914.0
2723,Mystery Men (1999),Action|Comedy|Fantasy,mystery men,"['Action', 'Comedy', 'Fantasy']",0132347,9824.0
2724,Runaway Bride (1999),Comedy|Romance,runaway bride,"['Comedy', 'Romance']",0163187,4806.0
2725,Twin Falls Idaho (1999),Drama,twin falls idaho,['Drama'],0162830,33430.0
2726,"Killing, The (1956)",Crime|Film-Noir,"killing, the","['Crime', 'Film-Noir']",0049406,247.0
2727,Killer's Kiss (1955),Crime|Film-Noir,killer's kiss,"['Crime', 'Film-Noir']",0048254,10056.0
2728,Spartacus (1960),Action|Drama|Romance|War,spartacus,"['Action', 'Drama', 'Romance', 'War']",0054331,967.0
2729,Lolita (1962),Drama|Romance,lolita,"['Drama', 'Romance']",0056193,802.0
2730,Barry Lyndon (1975),Drama|Romance|War,barry lyndon,"['Drama', 'Romance', 'War']",0072684,3175.0
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,"400 blows, the (les quatre cents coups)","['Crime', 'Drama']",0053198,147.0
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,jules and jim (jules et jim),"['Drama', 'Romance']",0055032,1628.0
2733,Vibes (1988),Adventure|Comedy|Romance,vibes,"['Adventure', 'Comedy', 'Romance']",0096378,21185.0
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,"mosquito coast, the","['Adventure', 'Drama', 'Thriller']",0091557,11120.0
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,"golden child, the","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Mystery']",0091129,10136.0
2736,Brighton Beach Memoirs (1986),Comedy,brighton beach memoirs,['Comedy'],0090774,32060.0
2737,Assassination (1987),Action|Drama|Thriller,assassination,"['Action', 'Drama', 'Thriller']",0092585,48686.0
2738,Crimes of the Heart (1986),Comedy|Drama,crimes of the heart,"['Comedy', 'Drama']",0090886,48259.0
2739,"Color Purple, The (1985)",Drama,"color purple, the",['Drama'],0088939,873.0
2740,"Kindred, The (1986)",Horror|Sci-Fi,"kindred, the","['Horror', 'Sci-Fi']",0091343,48660.0
2741,No Mercy (1986),Action|Crime|Thriller,no mercy,"['Action', 'Crime', 'Thriller']",0091637,26789.0
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,ménage (tenue de soirée),"['Comedy', 'Drama']",0092068,3934.0
2743,Native Son (1986),Drama,native son,['Drama'],0091613,108312.0
2744,Otello (1986),Drama,otello,['Drama'],0091699,198469.0
2745,"Mission, The (1986)",Drama,"mission, the",['Drama'],0091530,11416.0
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,little shop of horrors,"['Comedy', 'Horror', 'Musical']",0091419,10776.0
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,"little shop of horrors, the","['Comedy', 'Horror']",0054033,24452.0
